Company Name,Customer ID,Extension,Phone Number,Phone Type
"Land O' Lakes - Purina - Pro Pet","2010411","","507-451-2412","Fax"
"Lanehaven Farms","1989422","","319-296-9189","Office"
"Lanehaven Farms","1989422","","319-296-2255","Fax"
"Lanehaven Farms","1989422","","319-296-2255","Office"
"Lanehaven Farms","1989422","","319-239-7462","Mill"
"Lauritsen Cattle Company","2848160","","402-380-1139","Office"
"LD Carlson","2002922","","330-593-6013","Office"
"Ledge Farms","2010412","","585-762-8620","Office"
"Ledger Swine Farm","1989423","","319-662-9022","Office"
"Ledger Swine Farm","1989423","","319-430-4872","Mill"
"Ledger Swine Farm","1989423","","319-662-9550","Fax"
"Legacy Ag","2352782","","989-763-0271","Office"
"Legacy Coop Mirage Flats","2218533","","308-487-3325","Office"
"Legacy Coop Mirage Flats","2218533","(Bob)","308-760-8693 ","Mill"
"Lehe Farms","1989424","","765-563-3605","Fax"
"Lehe Farms","1989424","","765-563-3605","Office"
"Leonard Pork","1989426","","507-931-9403","Office"
"Leonard Pork","1989426","","507-327-1928","Mill"
"Lester Feed And Grain","1989427","","712-478-4440","Office"
"Lester Feed And Grain","1989427","","712-478-4539","Fax"
"Lester Feed And Grain","1989427","","712-478-4003","Mill"
"Lewis Farms","2277600","","403-596-6932","Office"
"Lewis Pork Farm","1989428","","317-936-5178","Office"
"Lewis Pork Farm","1989428","","317-696-8286","Mill"
"Lily Creek Farms","1989430","","507-728-8305","Office"
"Lily Creek Farms","1989430","","507-728-8497","Mill"
"Liphatech Inc. ","1989431","","414-351-1476","Office"
"Liquid Products LLC","2662495","","585-384-5695","Office"
"Lismore Colony","1989432","","320-305-0815","Mill"
"Lismore Colony","1989432","","320-325-5485","Office"
"Lismore Colony","1989432","","320-325-5256","Fax"
"Lismore Colony","1989432","","320-325-5490","Office"
"Little Bow Colony","2002301","","403-897-3758","Fax"
"Little Bow Colony","2002301","244","403-897-2257","Office"
"Litwiller Ridge MILL CLOSED","1989433","","319-646-2291","Office"
"Loe Farms","2188374","","507-530-5529","Office"
"Logboat Brewing Co.","2130601","","573-424-7221","Office"
"Long And Hufford","1989434","","765-296-2500","Office"
"Long And Hufford","1989434","123","765-296-2500","Mill"
"Long And Hufford","1989434","","765-296-2961","Fax"
"Loring Colony","2573171","","406-674-5581","Office"
"Lower Farms","1989435","","815-493-2596","Office"
"Lower Farms","1989435","","815-275-3335","Mill"
"Lupulin Brewing","2026901","","763-234-5122","Office"
"Luyks Farms","1989436","","519-769-2171","Office"
"Luyks Farms","1989436","","519-878-1404","Mill"
"Mae-Mart Farms **CLOSED**","1989438","","519-805-4987","Office"
"Mae-Mart Farms **CLOSED**","1989438","","519-443-0021","Mill"
"Maize-N-Bacon Inc.","2010413","","608-643-6479","Office"
"Maize-N-Bacon Inc.","2010413","","608-643-5370","Fax"
"Majestic Milling","1989439","","417-847-6247","Mill"
"Maloney Cattle Company","2472801","","618-272-7680","Office"
"Maloney Cattle Company","2472801","","618-313-0598","Mobile"
"Maple River Colony","1989440","","701-375-5013","Office"
"MapNap Farms","2010414","","812-934-3194","Office"
"MapNap Farms","2010414","","513-600-7844 Matt's cell","Mill"
"Maria Stein Grain Company","1989442","","419-925-4414","Office"
"Maria Stein Grain Company","1989442","","419-925-4414",""
"Mark Hershey Farms","2947623","","717-867-4624","Office"
"Mars Horsecare Us Inc.","2943920","","330-870-3823","Mill"
"Martig Farms Inc. ","1989443","","330-584-7135","Office"
"Martins Dairy","2816832","","209-604-2308","Office"
"Maschhoff Carlyle","1989444","","618-594-0248","Office"
"Maschhoff Carlyle","1989444","","618-594-0239","Mill"
"Maschhoff Carlyle","1989444","","618-594-2878","Office"
"Maschhoff Corporate","1989446","","618-594-2878","Mill"
"Maschhoff Corporate","1989446","","618-594-8487","Fax"
"Maschhoff Corporate","1989446","","618-594-2125","Office"
"Maschhoff Gothenburg","2010558","","308-325-3289","Office"
"Maschhoff Gothenburg","2010558","","308-529-1806","Mill"
"Maschhoff Griggsville","1989445","","618-594-0345","Mill"
"Maschhoff Griggsville","1989445","","618-594-0360","Office"
"Matawan Grain","1989437","","507-465-8262","Fax"
"Matawan Grain","1989437","","507-465-8418","Office"
"Mayfield Colony","1989448","142","605-625-3305","Mill"
"Mayfield Colony","1989448","","605-625-3307","Office"
"Mayfield Colony","1989448","","605-625-2519","Fax"
"Mayfield Colony","1989448","","605-861-1342","Mill"
"McEndaffer Cattle Company","2209336","","559-591-6790","Office"
"McEndaffer Cattle Company","2209336","","559-591-5728","Fax"
"McFleeg Feeds, Inc. ","1989450","","605-882-2308","Office"
"McFleeg Feeds, Inc. ","1989450","","877-623-5334","Mill"
"McFleeg Feeds, Inc. ","1989450","","605-882-2780","Fax"
"McLellan Industries LTD","2005457","","519-485-1239","Office"
"MD Farm Supplies LLC","1989451","","269-751-2028","Office"
"MD Farm Supplies LLC","1989451","","269-751-2028","Mill"
"Meadow Lane Colony Loma MT","2257226","Jonathan's","406-564-6541","Mobile"
"Meadow Lane Colony Loma MT","2257226","","406-836-0083 Tim","Mill"
"Meadow Lane Colony Loma MT","2257226","Mike's cel","406-836-7201","Mobile"
"Melrose Feed Mill","1989452","","320-256-3441","Office"
"Melrose Feed Mill","1989452","","320-256-3200","Fax"
"Melvin J Huber","2962257","","717-278-7057","Mobile"
"Meyer Farms","1989029","Gene","507-360-6366","Mobile"
"Meyer Farms","1989029","Brady","507-360-1122","Mobile"
"MFA Aurora","2841066","","417-678-3200","Office"
"MFA Emporia","2874312","","620-343-7562","Office"
"MFA Gerald","2939794","","573-764-3488","Office"
"MFA Kirksville","2619004","","660-627-1285","Office"
"MFA Mexico","2619013","","573-581-6272","Office"
"Michael Foods Gaylord","2895126","","507-237-4700","Office"
"Michael Foods Gaylord","2895126","","507-237-4579","Mill"
"Michael Foods Le Sueur","2712988","","507-665-8709","Office"
"Michael Foods Le Sueur","2712988","","507-665-8500","Mill"
"Michael Stamer Farms","2840451","","320-995-6581","Office"
"Mid Iowa Coop Cedar Falls","2522111","","319-266-0775","Office"
"Mid Iowa Coop Cedar Falls","2522111","","319-342-3016","Fax"
"Mid Iowa Milling Jesup","1989242","","319-827-1748","Fax"
"Mid Iowa Milling Jesup","1989242","","319-269-3048","Mill"
"Mid Iowa Milling Jesup","1989242","","319-827-6226","Office"
"Mid Iowa Milling Jesup","1989242","","319-827-2353","Office"
"Mid Iowa Milling Jesup","1989242","","641-366-3236","Mill"
"Mid Iowa Milling New Mill","2004268","","563-875-2446","Office"
"Mid Iowa Milling New Mill","2004268","","563-875-7218","Fax"
"Mid Iowa Milling Old Mill","1989408","","563-875-7218","Fax"
"Mid Iowa Milling Old Mill","1989408","","563-875-2446","Office"
"Mid South Milling","1989350","","479-782-8271","Fax"
"Mid South Milling","1989350","","479-222-0313","Mill"
"Mid South Milling","1989350","","479-782-5705","Office"
"Mid State Milling Buckeye","1989455","","515.855.8014","Office"
"Mid State Milling Buckeye","1989455","","515-855-4143","Mill"
"Mid State Milling Buckeye","1989455","","641-483-2589","Fax"
"Mid State Milling State Center","2029543","","641-483-2239","Office"
"Mid State Milling State Center","2029543","","641-751-0462","Mill"
"Mid State Milling State Center","2029543","","641-483-2589","Fax"
"Mid-County Coop","2477044","","952-466-3721","Office"
"Mid-GA Farm Services","2495899","","478-472-7847","Office"
"Midland Colony","2748703","507","587-800-4138","Office"
"Midway Colony","1989459","","406-278-0107","Fax"
"Midway Colony","1989459","","406-750-4818","Mill"
"Midway Colony","1989459","","406-590-2339","Office"
"Midway Coop","2927785","","785-346-5451","Office"
"Midwest Agricultural Co. Ltd","2379909","","403-677-2663","Office"
"Midwest Farms Burlington","1989457","","719-340-1038","Mill"
"Midwest Farms Burlington","1989457","","719-346-7931","Fax"
"Midwest Farms Burlington","1989457","","719-346-7211","Office"
"Midwest Farms Onalaska","1989456","","608-783-8888","Office"
"Midwest Farms Onalaska","1989456","","608-783-8817","Fax"
"Midwest Poultry Services North Manchester","2970710","","574-353-7651","Office"
"Mike Hopkins","1989353","","712-261-2682","Office"
"Mike Hopkins","1989353","","712-776-2716","Office"
"Mike Hopkins","1989353","","712-358-0617","Mill"
"Milford Colony Raymond","1989462","","403-752-4175","Office"
"Milford Colony Wolf Creek Chicken Feed Mill","1989464","235","406-562-3439","Office"
"Milford Colony Wolf Creek Hog Feed Mill","1989463","","406-621-6813","Mill"
"Milford Colony Wolf Creek Hog Feed Mill","1989463","","406-562-3439","Office"
"Miller Colony Chicken Mill","1989466","709","406-466-2538","Mill"
"Miller Colony Chicken Mill","1989466","","406-466-2355","Office"
"Miller Colony Hog Mill","1989465","709","406-466-2538","Mill"
"Miller Colony Hog Mill","1989465","","406-217-2821","Office"
"Miller Colony Hog Mill","1989465","","406-868-5580","Office"
"Miller Colony Hog Mill","1989465","","406-217-2632","Office"
"Miller Colony Hog Mill","1989465","","406-466-2355","Fax"
"Millerdale Colony","2324783","","605-853-2210","Office"
"Miltow Farming Co LTD","1989468","","403-642-3886","Office"
"Miltow Farming Co LTD","1989468","","403-642-3905","Office"
"Miltow Farming Co LTD","1989468","202-13","403-642-0004","Mill"
"Miltow Farming Co LTD","1989468","228","403-642-0004","Fax"
"Miltow Farming Co LTD","1989468","202","403-642-0004","Office"
"Minnesota Concrete Products","2609863","","320-443-6030","Office"
"Miramichi Feeds Inc. ","1989469","","506-773-9339","Fax"
"Miramichi Feeds Inc. ","1989469","","506-773-3070","Office"
"MKE Brewing","2045229","","414-232-2337","Office"
"Monier Pork Farms","2010431","","815-875-6277","Office"
"Monier Pork Farms","2010431","","815-376-5863","Mill"
"Monier Pork Farms","2010431","","815-879-5008","Fax"
"Montana Flour And Grains, Inc.","2912901","","406-622-5436","Office"
"More Than Just Feed  Ponoka","1989492","","403-704-5825","Mill"
"More Than Just Feed  Ponoka","1989492","","403-948-4578","Office"
"More Than Just Feed Corporate","1989495","","403-948-4578","Office"
"More Than Just Feed Granum","1989491","","403-360-1304","Mill"
"More Than Just Feed Granum","1989491","","587-727-0386","Mill"
"More Than Just Feed Granum","1989491","","403-948-4578","Office"
"More Than Just Feed Red Deer","1986513","","403-346-8312","Office"
"Morning Fresh Farms ","1989155","","623-872-1120","Office"
"Morrison Custom Feeds","1989471","","802-633-4387","Mill"
"Morrison Custom Feeds","1989471","","802-633-4387","Office"
"Morsan Farms LTD","1989472","","403-783-8784","Office"
"Moss Farms","1989475","","574-278-7398","Office"
"Moss Farms","1989475","","574-595-5233","Mill"
"Mott Equity Exchange","2975046","","701-824-3296","Office"
"Mountain Prairie LLC","2010432","","719-688-9979 Larry cell","Mill"
"Mountain West Ag Services #1 OLD","1989476","","406-374-2450","Fax"
"Mountain West Ag Services #1 OLD","1989476","","406-374-2486","Office"
"Mountain West Ag Services #2 NEW","2209114","","406-374-2486","Office"
"Mountain West Ag Services #2 NEW","2209114","","406-374-2450","Fax"
"Mueller Feed LLC.","1989380","","217-745-1003","Fax"
"Munson Feeds","1989470","","320-256-4219","Office"
"Munson Feeds","1989470","","320-256-4500","Fax"
"Munson Feeds","1989470","","320-250-5530","Mill"
"National Canners Limited","2337386","238","868-642-3091 ","Office"
"Nature Farm","1989477","","509-534-1743","Office"
"Nature Farm","1989477","","208-654-2733","Fax"
"Nature Farm","1989477","","208-312-2737","Office"
"Nature Farm","1989477","","208-312-2736","Mill"
"Nature Feed Centre","2206988","","519-424-2540","Office"
"Nelson Poultry Farms","1989478","","785-448-8540","Mill"
"Nelson Poultry Farms","1989478","","785-776-9401","Office"
"Nelson Poultry Farms","1989478","","785-776-9407","Fax"
"Nelson Tubs LLC","2077457",""," 320-626-0019","Mill"
"Nelson Tubs LLC","2077457","","320-562-2413","Office"
"Neudorf Colony Farming Co. LTD","1989480","","403-946-0272","Fax"
"Neudorf Colony Farming Co. LTD","1989480","319","403-946-4801","Mill"
"Neudorf Colony Farming Co. LTD","1989480","","403-946-4801","Office"
"Nevin Horning","2495433","","660-216-0196","Mobile"
"New Cooperative Afton ","1992620","","641-347-8428","Office"
"New Cooperative Afton ","1992620","","641-347-5465","Fax"
"New Cooperative Diagonal (UFC) - CLOSED","1992618","","641-734-5303","Office"
"New Cooperative Diagonal (UFC) - CLOSED","1992618","","641-202-1403","Mill"
"New Cooperative Diagonal (UFC) - CLOSED","1992618","","641-734-5304","Fax"
"New Cooperative Osceola","2970106","","641-342-2139","Office"
"New Cooperative Red Oak - CLOSED","1992619","","712-623-9154","Fax"
"New Cooperative Red Oak - CLOSED","1992619","","712-623-5451","Office"
"New Elm Springs Colony","1989482","","605-928-3256","Office"
"New Elm Springs Colony","1989482","","605-928-3157","Fax"
"New Elm Springs Colony","1989482","","605-770-0645","Mill"
"New Rockport Colony","1989483","","406-466-2406","Fax"
"New Rockport Colony","1989483","","406-466-5928","Office"
"New Rockport Colony","1989483","","406-466-5926","Office"
"New Rockport Colony","1989483","710","406-466-5925","Mill"
"New Rockport Colony","1989483","","406-466-2112","Office"
"New Vision Cooperative Jeffers","1989486","","507-472-8233","Mill"
"New Vision Cooperative Jeffers","1989486","","507-628-4944","Fax"
"New Vision Cooperative Jeffers","1989486","","507-628-5566","Office"
"New Vision Cooperative Worthington","1989484","","507-376-6331","Fax"
"New Vision Cooperative Worthington","1989484","","507-376-4113","Office"
"New Vision Cooperative Worthington","1989484","46","507-376-4113","Mill"
"Newport Craft Brewing And Distilling","2754495","","215-376-5980","Office"
"Nexus ","2010710","","319-234-1392","Mill"
"Nexus ","2010710","","319-636-2071","Office"
"Nick Dolezal","1989227","","507-828-2743","Office"
"Nobis Agri Services","1989487","","269-685-1716","Office"
"Nobis Agri Services","1989487","","269-685-6058","Office"
"Nobis Agri Services","1989487","","269-685-5560","Office"
"Nobis Agri Services","1989487","","269-685-2975","Fax"
"Nobis Agri Services","1989487","14","269-685-6058","Mill"
"NorDak (AMVC)","1989488","","701-275-6858","Fax"
"NorDak (AMVC)","1989488","3","712-563-2683 ","Office"
"NorDak (AMVC)","1989488","","701-275-6858","Mill"
"Norder Supply Aurora","2976209","Billing","402.353.6175","Office"
"Norder Supply Aurora","2976209","","402.604.0218","Office"
"Norder Supply Fremont","2850574","","402-353-6175","Office"
"Norfeld Colony","1989489","","605-629-6974","Office"
"Norfeld Colony","1989489","8","605-629-6974","Mill"
"North Country Feeds LTD","1989017","204.362.1","204-829-3687","Office"
"Northwest Missouri Farms LLC","1989490","","660-623-6043","Mill"
"NuTech Biosciences Inc","2215512","","315-505-6500","Office"
"Nutra Ag, LLC","2283390","","573-378-2800","Office"
"Nutrien Ag Solutions Beemer","2928868","","402-528-3215","Office"
"Nutrien Ag Solutions Pipestone","2179166","","507-825-2008","Office"
"Nutrition Services Dearwester (Grain)","1989208","","217-357-2192","Mill"
"Nutrition Services Dearwester (Grain)","1989208","","217-357-2192","Office"
"Nutrition Services Dearwester (Grain)","1989208","","217-357-2195","Fax"
"Nutrition Services East Mill (New Feed Mill)","1989206","","217-357-2195","Fax"
"Nutrition Services East Mill (New Feed Mill)","1989206","","217-908-1100","Office"
"Nutrition Services East Mill (New Feed Mill)","1989206","","217-214-8999","Mill"
"Nutrition Services West Mill (Old Mill)","2819541","","217-357-2192","Office"
"Nutrius Animal Nutrition Hereford","2289927","","806-364-5211","Office"
"Nutrius Kingsburg","2878587","","559-367-3805","Office"
"O' Bryan Grain Farms","2010395","","270-702-1065","Office"
"O' Bryan Grain Farms","2010395","","270-229-1588","Fax"
"O' Bryan Grain Farms","2010395","Jerry","270-570-4275","Mobile"
"Oberland Agriscience","2955016","","902-701-3138","Office"
"Off Square Brewing","2006474","","219-776-8830","Office"
"OK Colony","1989497","","587-787-1894","Office"
"OK Colony","1989497","","403-752-4176","Office"
"OK Colony","1989497","701","403-752-4176","Mill"
"OK Colony","1989497","","403-795-9202","Mill"
"Oklahoma State University","2635890","","405-744-6060","Office"
"Olathe Specialty Feeds","1989498","","970-216-3522","Office"
"Old Elms Springs Colony","2209418","","605-239-4349","Office"
"Old Mill Feeds","1989499","266","204-353-2006","Mill"
"Old Mill Feeds","1989499","","204-353-2185","Office"
"Opal Foods","2129719","","417-455-5017","Office"
"Organic Unlimited","1989500","","610-593-2995","Office"
"Organic Unlimited","1989500","","610-593-2155","Fax"
"Orland Colony","2010305","","605-480-3947","Office"
"Orland Colony","2010305","","605-363-3668","Fax"
"Orland Colony","2010305","","605-363-3681","Office"
"Orwigs Livestock Supplements","1989501","","701-349-4420","Office"
"Orwigs Livestock Supplements","1989501","","701-783-4476","Mill"
"Osage Coop Elevator","1989503","","641-732-3768","Office"
"Oshkosh Heifer Development","2799910","","308-772-3237","Office"
"Osler Farms LTD","1989253","Tim","306-281-7547","Office"
"Overtime Farms","1989504","","269-816-7027","Office"
"Overtime Farms","1989504","","269-876-2991","Mill"
"Ozatonka Acres","1989506","","507-787-2582","Office"
"Ozatonka Acres","1989506","","507-317-4142","Mill"
"Ozatonka Acres","1989506","","507-787-2240","Fax"
"Pacific Elements","2218611","","209-541-1216","Office"
"Paragon Feeds","1989509","","604-856-2192","Mill"
"Paragon Feeds","1989509","","604-852-7121","Office"
"Parkview Colony","1989512","","204-967-2010","Office"
"Parrish And Heimbecker","2055803","","204-782-9625","Office"
"Passel Farms Orangeburg","1989067","","803-534-0016","Fax"
"Passel Farms Orangeburg","1989067","","803-534-4905","Mill"
"Passel Farms Orangeburg","1989067","","803-534-4908","Office"
"Passel Farms Orangeburg","1989067","","803-534-4906","Office"
"Passel Farms Orangeburg","1989067","","803-534-4905","Office"
"PDM Steckle Farms","1989513","","519-565-5290","Office"
"PDM Steckle Farms","1989513","","519-525-3087","Fax"
"Peace View Colony","1989514","","250-789-3008","Office"
"Peace View Colony","1989514","","250-789-3008","Fax"
"Peace View Colony","1989514","","250-789-3008","Mill"
"Pearl Creek Colony","1989515","","605-546-2452","Office"
"Pearl Creek Colony","1989515","","605-546-2316","Fax"
"Pearl Creek Colony","1989515","277","605-546-0257","Mill"
"Pech Farms","1989516","","319-935-3853","Office"
"Pech Farms","1989516","","563-608-1446","Mill"
"Pech Farms","1989516","","319-935-3852","Fax"
"Pemberton Grain","1989517","","507-869-3119","Fax"
"Pemberton Grain","1989517","","507-869-3335","Office"
"Pembrook Colony","1989518","","605-380-4295","Mill"
"Pembrook Colony","1989518","","605-426-6615","Fax"
"Pembrook Colony","1989518","","605-426-6518","Office"
"Petaluma Farms","2010400","","707-763-1585","Mill"
"Petaluma Farms","2010400","","707-763-0921","Office"
"Petaluma Farms","2010400","","707-763-4106","Fax"
"Peterson Dust Solutions","2953619","","320-981-0430","Office"
"Pettisville Grain Pettisville","2926413","","419-446-2547","Office"
"Philipsen Farms","2472802","","403-782-4491","Office"
"Philipsen Farms","2472802","","403-782-4419","Fax"
"Pigcents - Hansen Mill","2005469","","402-585-4856","Office"
"Pigs for Yosemite Foods Snowflake (AMVC)","2878589","3","866-563-2683","Office"
"Pillen Family Farms Albion","1989522","","402-564-0407","Office"
"Pillen Family Farms Albion","1989522","","402-395-5094","Fax"
"Pillen Family Farms Bartlett **CLOSED**","1989523","","308-654-3544","Office"
"Pillen Family Farms Bartlett **CLOSED**","1989523","","308-654-3548","Fax"
"Pillen Family Farms Columbus","1989525","","402-564-0407","Office"
"Pillen Family Farms Columbus","1989525","","402-564-9055","Fax"
"Pillen Family Farms Inland","1989524","7 then 3","402-564-0407","Office"
"Pillen Family Farms Inland","1989524","450","402-564-0407","Mill"
"Pincher Creek Colony","1989526","","403-627-3696","Mill"
"Pincher Creek Colony","1989526","","403-628-2028","Office"
"Pincher Creek Colony","1989526","","403-627-2077","Fax"
"Pink Rose Organix","1989520","","209-275-3002","Office"
"Plainview Colony","1989527","","605-426-6445","Fax"
"Plainview Colony","1989527","1","605-426-6252","Office"
"Platte Colony","1989528","","605-726-6142","Office"
"Platte Colony","1989528","","605-726-3194","Fax"
"Platte Colony","1989528","4","605-726-3141","Mill"
"Pleasant Valley Colony","1989529","","406-736-5294","Fax"
"Pleasant Valley Colony","1989529","702","406-736-5205","Office"
"Poinsett Colony","1989530","","605-873-2703","Fax"
"Poinsett Colony","1989530","","605-873-2630","Office"
"Poky Feeders","2010434","","620-872-7046","Fax"
"Poky Feeders","2010434","","620-872-2570","Mill"
"Poky Feeders","2010434","","620-872-5834","Office"
"Polagra LLC","2005127","","262-279-5216","Fax"
"Polagra LLC","2005127","","262-206-0311","Office"
"Poll Farms","2008257","","616-836-4967","Mobile"
"Poll Farms","2008257","","269-751-5687","Office"
"Poll Farms","2008257","","269-751-8230","Fax"
"Poly-C Farms","2159063","","403-302-8818","Office"
"Pondera Colony","2209676","","406-279-3629","Office"
"Porcherie Lac du Onze Ltee","2003023","","204-723-8104","Mill"
"Porcherie Lac du Onze Ltee","2003023","","204-248-2699","Office"
"Porcherie Lac du Onze Ltee","2003023","","204-248-2703","Fax"
"Porcine Farms","2005363","","309-371-9237","Mill"
"Porcine Farms","2005363","","309-341-1601","Fax"
"Porcine Farms","2005363","","309-341-1600","Office"
"Pork Plus","1989531","","507-847-2151","Fax"
"Pork Plus","1989531","","507-847-4678","Office"
"Prairie Elk Colony","2005368","","406-480-2250","Office"
"Prairie Elk Colony","2005368","","406-480-2250","Mill"
"Prairie Elk Colony","2005368","","406-480-4609","Office"
"Prairie Organic Layer Farm","1989533","","204-380-4591","Mobile"
"Prairie Pork Inc. ","1989532","","319-646-2190","Office"
"Prairie Pork Inc. ","1989532","","319-461-4368","Mill"
"Prairie Queen Mill","1989505","","605-695-5520","Office"
"Prairie View Pork","1989519","","816-977-7909","Fax"
"Prairie View Pork","1989519","","816-401-1151","Mill"
"Prairie View Pork","1989519","","816-657-2359","Office"
"Premier Feeds, LLC","1989534","","937-584-6569","Office"
"Premier Feeds, LLC","1989534","John's di","937-584-6556","Office"
"Premier Feeds, LLC","1989534","","937-584-2454","Mill"
"Premier Feeds, LLC","1989534","","937-584-2454","Home"
"Premium Feed And Grain Brunsville","1989535","","712-533-6514","Office"
"Premium Feed And Grain Merrill","2955122","","712-533-6514","Office"
"Premium Feed And Grain Merrill","2955122","","712-938-6115","Mill"
"Pridgeon Farms","1989536","","517-320-4185","Office"
"Prinsburg Farmers Cooperative","1989537","","320-978-8100","Office"
"Prinsburg Farmers Cooperative","1989537","","320-978-8561","Fax"
"Prinsburg Farmers Cooperative","1989537","","320-978-8504","Office"
"Pro Cooperative Ayrshire","1989538","","712-335-3063","Office"
"Pro Cooperative Ayrshire","1989538","","515-884-8410","Office"
"Pro Cooperative Ayrshire","1989538","","712-335-3075","Fax"
"Pro Cooperative Corporate","1989540","","712-837-5702","Fax"
"Pro Cooperative Corporate","1989540","","515-884-8430","Office"
"Pro Cooperative Rolfe","1989539","","515-890-5430","Office"
"Pro Ex Extrusion","2222872","","920-369-6284","Office"
"Protein Sources","1989543","","507-524-4511","Office"
"Protein Sources","1989543","","507-524-4925","Fax"
"Protein Sources","1989543","325","507-524-4511","Mill"
"Protein Sources","1989543","Adam","507-524-2322","Office"
"Pryes Brewing","1989544","","612-747-6190","Office"
"Pure Air Filtration","2581984","","678-935-1431","Office"
"Pure Air Filtration","2581984","","678-935-0648","Fax"
"Pure Country Pork","1989545","","509-989-1347","Office"
"Pure Country Pork","1989545","","509-754-4126","Fax"
"Pure Country Pork","1989545","","509-989-2519","Mill"
"Pursell Manufacturing","2542945","","719-530-9096","Office"
"Quality Liquid Feeds Clovis","1989546","","806-724-4423","Mobile"
"Rahn Farms","2005130","","507-317-5787","Mill"
"Raley Colony","2153151","","587-370-0298","Office"
"Red Bridge Farms","2010443","","763-389-5837","Office"
"Red Bridge Farms","2010443","","612-868-6602 Scott cell","Mill"
"Reddy Feed And Grain LLC","2975993","","608-943-8353","Mill"
"Reedy Fork Farms","1989547","","336-684-4883","Office"
"Reeves Feed And Grain","1989548","","812-453-3313","Mill"
"Reeves Feed And Grain","1989548","","812-851-3025","Office"
"Reicks View Farms","1989549","","641-364-7843","Office"
"Reicks View Farms","1989549","","641-364-6021","Office"
"Reicks View Farms","1989549","229","641-364-7843","Mill"
"Renaissance Nutrition","2010446","","814-793-2113","Office"
"Renaissance Nutrition","2010446","","814-224-4229 cell","Mill"
"Republic Mills Okolona","1989550","","419-758-3511","Office"
"Republic Mills Okolona","1989550","","419-758-3512","Fax"
"Ricketts Farm Service, Inc.","2959561","","660-388-6489","Office"
"Ridley Block","1989551","","507-376-9721","Office"
"Ridley Block","1989551","","507-376-4570","Fax"
"Ridley Block","1989551","","888-859-9424","Mill"
"Rimrock Colony","1989552","","406-937-3045","Office"
"Rimrock Colony","1989552","342","406-937-4600","Mill"
"Rimrock Colony","1989552","","406-937-3040","Fax"
"Ripon Milling","1989553","","209-599-3035","Office"
"Ritter Cattle Co","2277380","","417-389-2654","Office"
"River Valley Cooperative DeWitt","2975364","","563-659-8179","Office"
"River Valley Cooperative Galva","2180533","143","563-452-3805","Office"
"River Valley Cooperative Galva","2180533","","309-932-2081","Mill"
"River Valley Organics","2008202","","479-518-5203","Office"
"Riverdale Feed And Grain","1989555","","989-833-7757","Office"
"Riverside Colony","1989556","","605-352-2425","Office"
"Riverside Colony","1989556","","605-352-2425","Mill"
"Riverside Colony","1989556","","605-352-5012","Fax"
"Riverside Feeds, LLC","2353039","","641-985-2494","Office"
"Riverview Farms","2786168","","812-865-3636","Office"
"Roaring Creek Egg Farms / Scattered Acres Farms","2970108","","570-259-2863","Office"
"Rock Lake Colony","1989558","","204-322-5041","Office"
"Rockglen Colony","2755219","709","306-271-1720","Office"
"Rockport Colony Alexandria","1989559","","605-239-4422","Office"
"Rockport Colony Alexandria","1989559","","605-239-4425","Office"
"Roggen Farmers Elevator","2529593","","479-561-9899","Office"
"Roggie Farms LLC","1989560","","315-493-0559","Office"
"Roggie Farms LLC","1989560","","315-783-4872","Mill"
"Roggie Farms LLC","1989560","","315-493-0607","Fax"
"Rokey Farms LLC","2010447","","785-284-3465","Office"
"Rokey Farms LLC","2010447","","785-285-0050 cell","Mill"
"Ron Wulfekuhle ","1989561","","563-932-2035","Fax"
"Ron Wulfekuhle ","1989561","","563-932-2812","Office"
"Ron Wulfekuhle ","1989561","","319-361-4980","Mill"
"Ronnfeldt Farms Inc. ","1989562","","402-687-2755","Office"
"Ronnfeldt Farms Inc. ","1989562","","402-687-2799","Fax"
"Rose Glen Farming Company","1989563","","403-838-2039","Fax"
"Rose Glen Farming Company","1989563","","403-838-2544","Office"
"Rose Glen Farming Company","1989563","","403-838-2545","Office"
"Rose Glen Farming Company","1989563","605","403-838-2272","Office"
"Rosedale Colony","2542571","828","587-787-2456","Mill"
"Ruby Ridge Dairy","1989564","","360-815-5045","Office"
"Rushwood Farms","1989569","","419-673-1934","Fax"
"Rushwood Farms","1989569","","419-673-9424","Office"
"Rushwood Farms","1989569","","937-935-7528","Mill"
"S And C Pork","2005372","","563-964-2787","Office"
"S And C Pork","2005372","","563-880-1967","Mill"
"Sacate Pellet Mills Inc","2052086","","602-606-8024","Office"
"Sage Creek Colony","2474923","","406-450-0043","Mill"
"Salisbury Ag Center Inc. ","1989572","","660-388-6272","Mill"
"Salix Elevator, LLC","2307363","","507-830-0767","Office"
"Salsbery Pork Producers","1989571","","765-963-3342","Office"
"Salsbery Pork Producers","1989571","","563-357-1336","Mill"
"Sammon Acres","2004228","","507-334-4592","Office"
"Sammon Acres","2004228","","507-332-7978","Fax"
"Sammon Acres","2004228","","507-334-1686","Mill"
"Sand Lake Farming Co. Ltd","2277178","331","306-298-2075","Office"
"Sandy Road Farms - CLOSED","1989392","","620-563-7226","Office"
"Sandy Road Farms - CLOSED","1989392","","620-563-7982","Mill"
"Sauder Feeds","1989574","","260-627-2196","Office"
"SC Feeds LTD","2029590","","204-433-7853","Office"
"Schott Family Farms","1989381","","319-648-2769","Office"
"Schott Family Farms","1989381","","319-631-0051","Mill"
