Company Name,Customer ID,Address Description,City,Country,Line 1,Line 2,Line 3,State,Zip
"Farmers Cooperative Association Keota","1989280","Shipping And Billing","Keota","USA","110 S. Keokuk Washington Rd","PO Box 78","","IA","52248"
"Farmers Cooperative Association Lindsay","1989267","Billing","Lindsay","USA","PO Box 38","","","NE","68644-0038"
"Farmers Cooperative Association Lindsay","1989267","Shipping","Lindsay","USA","101 South Pine Street","","","NE","68644-0038"
"Farmers Cooperative Beatrice","2134743","Shipping","Beatrice","USA","2020 South 6th Street","","","NE","68310"
"Farmers Cooperative Elevator Cottonwood","2010299","Shipping And Billing","Cottonwood","USA","90 Railway Street","","","MN","56229"
"Farmers Cooperative Firth","2755224","Shipping","Firth","USA","305 Main Street","","","NE","68358"
"Farmers Cooperative Pawnee City Shuttle","2967826","Shipping","Pawnee City","USA","62224 711 Road","","","NE","68420"
"Farmers Cooperative Pawnee City Shuttle","2967826","Billing","Dorchester","USA","208 W Depot Street","","","NE","68343"
"Farmers Cooperative Ravenna","2218485","Shipping","Ravenna","USA","35885 Ravenna Rd","","","NE","68869"
"Farmers Cooperative Remsen","2209284","Shipping","Remsen","USA","6 South Washington Street","","","IA","51050"
"Farmers Cooperative Society Fulda - CLOSED","1989268","Shipping","Fulda","USA","17 Country Ln","","","MN","56131"
"Farmers Cooperative Society Ireton","1989269","Shipping And Billing","Ireton","USA","1004 Maple Street","","","IA","51027"
"Farmers Elevator And Exchange","1989265","Shipping And Billing","Monroe City","USA","107 S Chestnut Street","","","MO","63456"
"Farmers Feed And Supply","1989266","Shipping And Billing","Boyden","USA","602 Main Street","","","IA","51234-7701"
"Farmers Pride Cooperative Battle Creek","1989281","Shipping","Battle Creek","USA","83755 South Hwy 121","","","NE","68715"
"Farmers Pride Cooperative Battle Creek","1989281","Billing","Battle Creek","USA","PO Box 10","","","NE","68715"
"Farmers Pride Cooperative Corporate","2958643","","Battle Creek","USA","PO Box 10","","","NE","68715"
"Farmers Pride Cooperative Neligh","1989282","Shipping","Neligh","USA","1001 East Hwy 275","","","NE","68756"
"Farmers Pride Cooperative Neligh","1989282","Billing","Battle Creek","USA","PO Box 10","","","NE","68715"
"Farmers Pride Cooperative Newman Grove","1989283","Billing","Battle Creek","USA","PO Box 10","","","NE","68715"
"Farmers Pride Cooperative Newman Grove","1989283","Shipping","Newman Grove","USA","6th & Logan","","","NE","68758"
"Farmers Union Coop Ossian","2835836","Shipping And Billing","Ossian","USA","1913 Country Road B32","","","IA","52161"
"Farmers Union Cooperative Manchester","2171205","Shipping And Billing","Manchester","USA","919 E Main St","","","IA","52057"
"Farmers Union Oil Circle ","2734057","Shipping And Billing","Circle ","USA","601 A Ave","","","MT","59216"
"Farmers Union Oil Corporate","2958642","","Circle","USA","906 A Ave.","","","MT","59215"
"Farmers Union Oil Terry","2924002","Shipping And Billing","Terry","USA","101 S McDonald Ave","","","MT","59349"
"Farmers Win Cooperative","2277680","Shipping","Houston","USA","300 N Grant","","","MN","55943"
"Farmward United Mills","1989284","Billing","Morgan","USA","PO Box 278","","","MN","56266"
"Farmward United Mills","1989284","Shipping","Morgan","USA","711 Front Street","","","MN","56266"
"FCI Parkton","2002921","Shipping","Parkton","USA","23837 Highway 71 North","","","NC","28371"
"FCI Raeford CLOSED","2836768","","Raeford","USA","2274 Saint Pauls Dr","","","NC","28376"
"Feed Commodities International","2324793","Shipping And Billing","Middlebury","USA","47 Feed Mill Lane","","","VT","05753"
"Feed Mix","1989285","Shipping And Billing","Harvey","USA","414 7th Street West","","","ND","58341"
"Feed Partners","2211315","Shipping","Larrabee","USA","308 Railroad Street","","","IA","51029"
"Fehr Brothers","1989286","Shipping","El Paso","USA","2939 County Road 1500 North","","","IL","61738"
"Fehr Brothers","1989286","Billing","Eureka","USA","1217 State Route 117","","","IL","61530"
"Ferpacific Guayaquil Ecuador","2920686","","Guayaquil","Ecuador","Km 16.5 Via A Daule","","","Guayas","090116"
"Fersan","2955484","Shipping","Santo Domingo","Dominican Republic","","","","",""
"Fertisa Ecuador","2750494","Shipping","Guayaquil","Ecuador","Av. Juan Bosco S/N y Av. Carchi","","","Guayas",""
"First Cooperative Association **MILL CLOSED**","1989287","Billing","Holstein","USA","Box 230","","","IA","51025"
"First Cooperative Association **MILL CLOSED**","1989287","Shipping","Holstein","USA","204 E 1st Street","","","IA","51025"
"Five Star Cattle","1989289","Shipping And Billing","Lacombe","USA","Box 5238 STN Main","","","AB","T4L 1W9"
"Five Star Cooperative Corporate","2958639","","New Hampton","USA","1949 N Linn Ave","","","IA","50659"
"Five Star Cooperative Klemme","1989290","Billing","New Hampton","USA","1949 Linn Avenue","Box 151","","IA","50659"
"Five Star Cooperative Klemme","1989290","Shipping","Klemme","USA","205 North First Street","","","IA","50449"
"Five Star Cooperative New Hampton ","1989291","Shipping","New Hampton","USA","Box 151","","","IA","50659"
"Five Star Cooperative New Hampton ","1989291","Billing","New Hampton","USA","1949 Linn Avenue","","","IA","50659"
"Five Star Cooperative New Hampton - OLD MILL **CLOSED**","2373887","Bill To","New Hampton","USA","1949 Linn Ave","","","IA","50659"
"Five Star Cooperative New Hampton - OLD MILL **CLOSED**","2373887","Ship To","New Hampton","USA","Box 151","","","IA","50659"
"Flagler Coop","2476911","Shipping And Billing","Flagler","USA","221 E 2nd Street","","","CO","80815"
"Fluit Farms","2965825","Bill To and Ship To","Luverne","USA","777 120th Ave","","","MN","56156"
"FM Ingredients","2495894","Shipping","Turlock","USA","10924 Hilmar Road","","","CA","95324"
"Foam Brewers","1989292","Shipping And Billing","Burlington","USA","112 Lake Street","","","VT","05401"
"Fore River Brewing","2178483","Shipping","South Portland","USA","35 Park Ave","","","ME","04106"
"Forest River Colony","1989293","Shipping And Billing","Fordville","USA","4068 35th Ave NE","","","ND","58231"
"Form-A-Feed Inc. ","1989294","Shipping And Billing","Stewart","USA","740 Bowman Street","","","MN","55385"
"Fosston Tri Coop","2754277","Shipping","Fosston","USA","120 S. Johnson Ave","","","MN","56542"
"Foster Farms ","2966786","Shipping","Aurora","USA","11673 Ehlen Road NE","","","OR","97002"
"Fotheringham Agri LTD NEW MILL","2569517","Shipping And Billing","Palmerston","Canada","9760 Perth Road 146","","","ON","N0G 2P0"
"Fotheringham Agri LTD OLD MILL","1989295","Shipping And Billing","Palmerston","Canada","9760 Perth Road 146","","","On","N0G 2P0"
"Foul-Air Acres Inc.","1989296","Shipping And Billing","Truman","USA","2067 190th Street","","","MN","56088"
"Frank Theis Farms","2010351","Shipping And Billing","Osage","USA","3249 370th Street","","","IA","50461-8531"
"Franklin Feed And Supply Chambersburg","2840030","Shipping And Billing","Chambersburg","USA","1975 Philadelphia Ave","","","PA","17201"
"Franklin Feed And Supply Corporate","2958638","","Chambersburg","USA","1977 Philadelphia Ave","380 Development Ave","","PA","17201"
"Franklin Feed And Supply Letterkenny","2188242","Main Office","Chambersburg","USA","1977 Philadelphia Ave.","","","PA","17201"
"Franklin Feed And Supply Letterkenny","2188242","Shipping","Chambersburg","USA","380 Development Ave","","","PA","17201"
"Freedom Supply","2610097","Billing","Wendell","USA","","","","NC","27591"
"Fultz Farms Inc. ","1989297","Shipping And Billing","Tracy","USA","12167 Aspen Avenue","","","MN","56175"
"Gaico","2863850","","Georgetown","South America","","","","Guyana",""
"Gary Poppins Snacks","2924012","Shipping And Billing","Knox","USA","4055 E 250 N","","","IN","46534"
"Gary Rouse","1989299","Shipping And Billing","Spirit Lake","USA","1128 Hwy 71","","","IA","51360"
"Gateway FS","2960256","Shipping","Red Bud","USA","221 E. Pine Street","","","IL","62278"
"Gavilon Peru S.A.","2647582","Shipping","Gavilon","Peru","","","","",""
"Gemstone Grain And Feed","1989163","Shipping And Billing","Greensburg","USA","5062 W Base Road","","","IN","47240"
"Genesis Fertilizers","2530416","Shipping","Belle Plaine","Canada","NW Quarter of Section 22","Township 17: Range 24","Rural Municipality of Pense, SK","SK","S0G 0G0"
"Gengler Feed Service Calumet","2963587","Sutherland Ship To","Sutherland","USA","106 Main St","","","IA","51058"
"Gengler Feed Service Calumet","2963587","Calumet Ship To","Calumet","USA","101 E 2nd Street","","","IA","51009"
"Gengler Feed Service Corporate","2963588","Shipping","Remsen","USA","2 S Marion St","","","IA","51050"
"Gengler Feed Service Sutherland","2978565","Shipping","Sutherland ","USA","106 Main Street","","","IA","51058"
"Gengler Feed Services Remsen","2104621","Billing","Remsen","USA","PO Box 319","","","IA","51050"
"Gengler Feed Services Remsen","2104621","Shipping","Remsen","USA","2 S Marion Street","","","IA","51050"
"Gerber And Sons","2923746","Shipping","Baltic","USA","250 Brick Yard Road","201 E Main Street","","OH","43804"
"Ghostfish Brewing","2496033","Shipping","Seattle","USA","2942 1st Ave S","","","WA","98134"
"Glacial Plains De Graff","2897215","Shipping","De Graff","USA","105 Atlantic Ave","","","MN","56271"
"Glacial Plains De Graff","2897215","Billing","Murdock","USA","543 Van Norman Ave","","","MN","56271"
"Glendale Colony","1989304","Shipping And Billing","Frankfort","USA","17866 Glendale Drive","","","SD","57440"
"Globeius/Plastic Solutions","2847186","Shipping And Billing","Miami","USA","7752 NW 74th Ave","","","FL","33166"
"Goat Island Brewing","2005126","Shipping","Cullman","USA","5491, 1649 John H Cooper Dr SE A","","","AL","35055"
"Gold Eagle Cooperative Eagle Grove","2160934","Shipping","Eagle Grove","USA","550 NW 8th St.","PO 21335","","IA","50533"
"Gold Eagle Cooperative Kiester","2010350","Shipping And Billing","Kiester","USA","100 West Front Street","","","MN","56051"
"Gold Eagle Cooperative Leland Cattle Mill","1989263","Shipping And Billing","Leland","USA","609 B Street","","","IA","50453"
"Gold Eagle Cooperative Leland Hog Mill","1989264","Shipping And Billing","Leland","USA","609 B Street","","","IA","50453"
"Gold Spring Colony","1989305","Shipping And Billing","Warner","Canada","Box 158","","","AB","T0K 2L0"
"Golden Fertilizer Company Limited","2519993","Shipping","Lagos","Nigeria","","","","",""
"Golden Fertilizer Company Limited","2519993","","Apapa Lagos","Nigeria","No 1 Golden Penny Place","","","",""
"Golden Prairie Colony","2495154","Shipping","Golden Prairie","Canada","Big Stick No. 141","","","SK","SK S0N"
"Goran's Mill","2961477","Shipping","Willmar","USA","9000 37th St SE","","","MN","56201"
"Gracevale Colony","1989307","Shipping And Billing","Winfred","USA","23843 446th Avenue","","","SD","57076"
"Grand Armory Brewing Co.","2152045","Shipping","Grand Haven","USA","1734 Airpark Drive Unit B","","","MI","49417"
"Grandview Farms","1989309","Shipping And Billing","Ghent","USA","3320 State Highway 68","","","MN","56239"
"Grandview Oil Mills Ltd","2959912","Shipping","Grand Prairie","Canada","","","","AB",""
"Granite Mills Inc. ","1989311","Shipping And Billing","Elma","Canada","MB 406","","","MB","R0E 0Z0"
"Granite Ridge Farm LLC","2210049","Shipping ","Apple Creek","USA","2532 S Apple Creek Rd","","","OH","44606"
"Granja Asomante","1989310","Shipping","Aibonito","","14 KM 46 9 BO Asomante Car","","","Puerto Rico","00705"
"Granja Asomante","1989310","Billing","Aibonito","","PO Box 444","","","Puerto Rico","00705"
"Grass Ranch Colony","2008271","Shipping And Billing","Kimball","USA","36570 258th Street","","","SD","57355-7100"
"Grassland Colony Chicken Mill Great Falls","1989312","Shipping And Billing","Great Falls","USA","714 Eden Road","","","MT","59405"
"Grassland Colony Hog Mill Great Falls","1989313","Shipping And Billing","Great Falls","USA","714 Eden Road","","","MT","59405"
"Grassland Colony Westport","1989314","Shipping And Billing","Westport","USA","11865 370th Avenue","","","SD","57481"
"Graymont Cooperative Association","1989315","Billing","Graymont","USA","PO Box 98","","","IL","61743"
"Graymont Cooperative Association","1989315","Shipping ","Graymont","USA","401 Main Street","","","IL","61743"
"Great Western Products","2952422","Billing","New Prague","USA","605 4th Ave NW","","","MN","56071"
"Great Western Products","2952422","Shipping","Arlington","USA","1021 Circle Drive","","","MN","55307"
"Green Farms","2129188","Shipping And Billing","Little York","USA","Rt 1, Box 68","","","IL","61453"
"Green Fiber","2978667","Shipping","Norfolk","USA","3421 Old Highway 8","","","NE","68701"
"Green Valley Poultry","2928330","Shipping","Abingdon","USA","15243 Wyndale road","","","VA","24210"
"Greensburg Soy Processors","2495418","Shipping And Billing","Greensburg","USA","1015 W Main Street","","","IN","47240"
"Greenwald Elevator","1989316","Shipping And Billing","Greenwald","USA","151 1st Avenue South","PO Box 135","","MN","56335"
"Grimmius Cattle Company, Inc.","2249492","Billing","Hanford","USA","5715 Kansas Ave","","","Ca","93230"
"Grimmius Cattle Company, Inc.","2249492","Shipping","Strathmore","USA","15605 Ave 208","","","CA","93267"
"Gro Tec","2528456","Shipping","Eatonton","USA","635 Madison Rd","","","GA","31024"
"Grove River Mills","2895679","Shipping And Billing","Pendergrass","USA","326 Jackson Concourse","","","GA","30567"
"Growmark Cincinnati","2946278","Shipping","Cincinnati","USA","5125 River Road","","","OH","45233"
"Growmark Corporate ","2827731","","Bloomington","USA","1705 Towanda Ave","","","IL","61701"
"Growmark Lumberton","2645783","Shipping","Lumberton","USA","725 S Roberts Ave","","","NC","28358"
"Growmark Seneca","2747770","Shipping","Seneca","USA","520 Shipyard Road","","","IL","61360"
"Growmark St Louis","2963596","Shipping And Billing","St Louis","USA","4144 Koch Rd","","","MO","63129"
"Growmark Yankton","2540712","Shipping","Yankton","USA","2301 East Side Drive","","","SD","57078"
"Growmark Yankton","2540712","Billing","Yankton","USA","114 Mulberry Street","","","SD","57078"
"Growth Technologies LLC","2959982","Shipping","Grand Island","USA","6284 W. Old Potash Hwy","","","NE","68803"
"Gruner Brothers Brewery","2053061","Shipping","Casper","USA","1301 Wilkins Circle","","","WY","82601"
"Grupo Disan","2582021","Shipping","Bogota","Columbia","Cl. 76 #28 12","Barrios Unidos","","Cundinamarca",""
"GVT Inc. ","1989300","Shipping ","Pelican Rapids","USA","38960 US Hwy 59","","","MN","56752"
"GVT Inc. ","1989300","Billing","Rothsay","USA","14314 County Hwy 28","","","MN","56579"
"H And H Feed And Grain","1989317","Shipping And Billing","Vicksburg","USA","14093 Portage Road","","","MI","49097"
"H2Old, LLC","2277356","Shipping And Billing","Chamblee","USA","2379 John Glenn Drive Suite 106","","","GA","30341"
"Haiti Broilers S.A.","1989318","Shipping And Billing","Sonapi, Por","Haiti","47 Parc Industriel","","","HT",""
"Halifax Fertilizer","2875264","Shipping","Enfield","USA","1107 South Dennis Street","","","NC","27823"
"Ham Hill Farms","1989319","Shipping And Billing","Marshall","USA","18747 Highview Avenue","","","MO","65340"
"Hamlin County Farmers Cooperative","1989320","Shipping And Billing","Hayti","USA","101 1st Street","","","SD","57241"
"Hand Hills Colony","2495938","Shipping And Billing","Hanna","Canada","RR3","","","AB","T0J 1P0"
"Har De Bo Farms","1989321","Shipping And Billing","Appin","Canada ","5440 Irish Drive","RR#4","","ON","N0L 1A0"
"Harold's Equipment","2969529","Shipping And Billing","Washington Courthouse","USA","2782 US 22","","","OH","43160"
"Hartington Feed And Chick Inc. ","1989322","Billing","Hartington","USA","114 West Main","","","NE","68739"
"Hartington Feed And Chick Inc. ","1989322","Shipping","Hartington","USA","88145 Hwy 57","","","NE","68739"
"Hartog Elevator","1989323","Shipping","Sheldon","USA","Feedmill","5145 280th Street","","IA","51201"
"Hartog Elevator","1989323","Billing","Sanborn","USA","309 East 1st Street","","","IA","51248"
"Harvey's Fertilizer And Gas","2210417","Shipping","Dunn","USA","2755 Union Grove Church Rd","","","NC","28335"
"Havel Pork Farms","2010352","Shipping And Billing","Ainsworth","USA","3320 - 262nd Street","","","IA","52201"
"Heartland Colony","1989324","Shipping And Billing","Lake Benton","USA","2171 100th Ave","","","MN","56149"
"Heartland Cooperative Corporate","2958637","","Clive","USA","13733 University Ave","","","IA","50325"
"Heartland Cooperative Earlham","2734062","Shipping","Earlham","USA","345 SW 2nd Street","","","IA","50072"
"Heartland Cooperative Earlham","2734062","Billing","Newton","USA","3785 Highway 14 North","","","IA","50208"
"Heartland Cooperative Newton","1989325","Shipping And Billing","Newton","USA","3785 IA-14","","","IA","50208"
"Heartland Cooperative Prairie City","2154682","Shipping","Prairie City","USA","117 S. Main Street","","","IA","50228"
"Heartland Cooperative Reinbeck","1989326","Shipping And Billing","Reinbeck","USA","107 N Pioneer Road","","","IA","50669"
"Heartland Cooperative Stanhope","1989327","Shipping And Billing","Stanhope","USA","515 Railway Street","","","IA","50246"
"Heartland Cooperative Winterset","2968195","Shipping","Winterset","USA","1506 N 1st Street","","","IA","50273"
"Heimerl Farms Celina","2133102","Shipping","Celina","USA","1061 State Route 29","","","OH","45822"
"Heimerl Farms Celina","2133102","Billing","Johnstown","USA","3891 Mink Street","","","OH","43031"
"Heimerl Farms Corporate","2958636","","Johnstown","USA","3891 Mink Street","","","OH","43031"
"Heimerl Farms Johnstown","1989328","Shipping And Billing","Johnstown","USA","3891 Mink Street","","","OH","43031"
"Heimerl Farms Wabash","1989329","Shipping","Celina","USA","1061 S Route 29","","","OH","45822"
"Heimerl Farms Wabash","1989329","Billing","Johnstown","USA","3891 Mink Street","","","OH","43031"
"Helena Agri Enterprises - Artesia NM","2209142","Shipping","Artesia","USA","504 Lake Arthur Highway","","","NM","88210"
"Helena Agri Enterprises - Warriors Mark PA","2727079","Shipping","Warriors Mark","USA","2413 Pennington Road","","","PA","16877"
"Helena Agri Enterprises Corporate","2958635","","Artesia","USA","504 Lake Arthur Highway","","","NM","88210"
"Helena Agri Enterprises Petersburg","2937409","Shipping","Petersburg","USA","113 E Main Street","","","NE","68652"
"Helena Chemical Port Lavaca","2041964","Shipping","Port Lavaca","USA","208 Montier","","","TX","77979"
"HempXtracts of Colorado","2106144","Shipping","Colorado Springs ","USA","6275 Lake Shore Court","","","CO","80915"
"Henk Schipper","1989331","Shipping And Billing","Delia","Canada","Box 244","","","AB","T0J 0W0"
"Henry Creek Farms","2010373","Shipping And Billing","Whitewater","USA","10636 N.W. 110 Street","","","KS","67154"
"Henry Spencers","2277377","","Obio Akpor","Nigeria","Plot 1 Trans Woji Road","","","Rivers",""
"Henry Spencers","2277377","Shipping","","","","","","",""
"Herickhoff Family Farms LLC","1989330","Shipping And Billing","Villard","USA","10917 145th Street","","","MN","56385"
"Hi-Point Stock Farm LTD","1989332","Shipping","Battleford","Canada","","","","SK","S0M 0E0"
"Hickman Family Farms","1989334","Shipping","Arlington","USA","32916 West Ward Road","","","AZ","85322"
"Hickman Family Farms","1989334","Billing","Buckeye","USA","6515 S. Jackrabbit Trail","","","AZ","85326"
"Hidden Lake Colony (Hog Barn)","1989335","Shipping And Billing","Cut Bank","USA","100 Welsh Road"," ","","MT","59427"
"Hidden Valley Colony LTD Austin","1989337","Shipping And Billing","Austin","Canada","Box 69","","","MB","R0H 0C0"
"Hidden Valley Colony Montana","2878776","Shipping And Billing","Gilford","USA","9754 Road 245 South","","","MT","59525"
"High Field Farm","2337470","Shipping And Billing","Lacombe","Canada","RR#3","","","AB","T4L 2N3"
"High Ridge Pork LLC","1989338","Shipping","Arenzville","USA","501 W Main St","","","IL","62611"
"High Ridge Pork LLC","1989338","Billing","Chapin","USA","PO Box 212","","","IL","62628"
"High River Colony","1989339","Shipping And Billing","High River","Canada ","PO Box 5610","","","AB","T1V 1M7"
"Hill Farms","2338126","Shipping and Billing","Worthington","USA","78582 330 Ave","","","MN","56187"
"Hillandale Farms","1989593","Shipping And Billing","Atlantic","USA","11549 Sperry Road","","","PA","16111"
"Hillcrest Colony","1989343","Shipping And Billing","Garden City","USA","1004 Hillcrest Road","","","SD","57236"
"Hillcrest Pork","2010377","Shipping And Billing","Kingsley","USA","47855 300th Street","","","IA","51028"
"Hilldale Colony","2581990","Shipping And Billing","Havre","USA","Hilldale Colony","44829 Cottonwood Road","","MT","59501"
"Hillridge Colony","1989340","Shipping And Billing","Barnwell","Canada","Box 181","","","AB","TOK OBO"
"Hillside Colony","1989344","Billing","Sweetgrass","USA","PO Box 169","","","MT","59484"
"Hillside Colony","1989344","Shipping","Sweet Grass","USA","1880 Loop Rd","","","MT","59484"
"Hillside Poultry Farm 1","1989345","Shipping And Billing","Chambersburg","USA","1849 Letterkenny Road","","","PA","17201"
"Hillside Poultry Farm 2","1989346","Shipping And Billing","Chambersburg","USA","3016 Letterkenny Road","","","PA","17201"
"Hilltop Colony","1989342","Shipping And Billing","Stockett","USA","909 Spring Creek Road","","","MT","59480"
"Hilltop Pork LTD","1989341","Shipping And Billing","Linden","Canada","262022 Township Road 310","PO Box 178","","AB","T0M 1J0"
"Hintzsche Brothers - IL","2010378","Billing","Maple Park","USA","PO Box 367","","","IL","60151"
"Hintzsche Brothers - IL","2010378","Shipping","Maple Park","USA","2S181 County Line Road","","","IL","60151"
"Hitch Mills","2502673","Shipping","Guymon","USA","3830 Road O","","","OK","73942"
"Hitch Mills","2502673","Billing","Guymon","USA","309 Northridge Circle","","","OK","73942"
"HJ Baker Trawick **CLOSED**","1989348","","","","","","","",""
"HK Farms","2131412","Shipping And Billing","Washington","USA","2544 200th Street","","","IA","52353"
"Hoff Brothers","2010300","Shipping And Billing","Luverne","USA","1377 US Hwy 75","","","MN","56156"
"Hog Haven","1989351","Shipping And Billing","Loda","USA","927 North 1600 East Road","","","IL","60948"
"Hog Inc.","1989352","Billing","Greenfield","USA","Box 8 Route 2","","","IL","62044"
"Hog Inc.","1989352","Shipping","Greenfield","USA","248 N St Route 267","","","IL","62044"
"Hog Slat North","2846770","Shipping","Camden","USA","1972 N Meridian Road","","","IN","46917"
"Holmes Agro Orangeville","2378738","Shipping","Orangeville","Canada","473088 Dufferin County Road 11","","","ON","L9W 2Z3"
"Holmes Agro Stayner","2360053","Billing","Orangeville","Canada","PO Box 218","","","ON","L9W 2Z6"
"Holmes Agro Stayner","2360053","Shipping","Stayner","Canada","1042 Klondike Park Road","","","ON","L0M 1S0"
"Honey Creek Feeds","2969519","Shipping And Billing","Kahoka","USA","22122 State Hwy BB","","","MO","63445"
"Hoover Feed Service","2693349","Shipping And Billing","Goshen","USA","23591 State Rd 119","","","IN","46526"
"Hora Fairview Farms","2010385","Shipping And Billing","Riverside ","USA","2725 170th Street","","","IA","52327"
"Hord Elevator Corporate","2958634","","Bucyrus","USA","911 State Rd 98","","PO Box 445","OH","44820"
"Hord Feed And Grain","1980430","Shipping And Billing","Pipestone","USA","319 N Hiawatha","","","MN","56164"
"Hord Livestock","1989354","Billing","Bucyrus","USA","887 State Rt 98","PO Box 808","","OH","44820"
"Hord Livestock","1989354","Shipping","Bucyrus","USA","910 State Rd 98","PO Box 445","","OH","44820"
"Horizon Resources","2839117","Shipping And Billing","Williston","USA","317 2nd Street","","","ND","58801"
"Hostetler Feed Mill","1989355","Mill Addresss","Buffalo","USA","1857 South Ash St","","","MO","65622"
"Hostetler Feed Mill","1989355","Shipping And Billing","Buffalo","USA","1843 South Ash Street","","","MO","65622"
"Hudson Egg Farms","2010386","Shipping And Billing","Elbridge","USA","1812 Route 5","","","NY","13060"
"Hufco","2664774","Shipping","Malta","USA","25240 McQueen Road","","","IL","60150"
"Hugoson Farms","1989356","Shipping And Billing","Granada","USA","2838 60th Street","","","MN","56039"
"Hull Cooperative Agronomy Plant","2528544","Shipping","Hull","USA","1206 Railroad Street","","","IA","51239"
"Hull Cooperative Corporate","2958633","","Hull","USA","1206 Railroad Street","","","IA","51239"
"Hull Cooperative Feed Mill","1989357","Shipping And Billing","Hull","USA","1206 Railroad Street","","","IA","51239"
"Hull Cooperative Sheldon Feed Mill","2969356","Shipping","Sheldon","USA","105 W 8th Street","","","IA ","51201"
"Hull Cooperative Sheldon Feed Mill","2969356","Billing","Hull","USA","1206 Railroad Street","","","IA","51239"
"Hull Feed And Produce Inc. ","1989358","Shipping ","Hull","USA","826 14th Street","","","IA","51239"
"Hull Feed And Produce Inc. ","1989358","Billing","Hull","USA","PO Box 815","","","IA","51239"
"Hutterville Colony Chicken Feed Mill","2609623","Shipping","Magrath","Canada","Box 70","","","AB","T0K 1J0"
"Hutterville Colony Hog Feed Mill","1989359","Shipping And Billing","Magrath","Canada","PO Box 70","","","AB","T0K 1J0"
"I And S Furrer Farms","1989372","Shipping And Billing","Wolcott","USA","2357 N 600 West","","","IN","47995"
"Ihnen Family Farms","1989373","Shipping And Billing","Round Lake ","USA","35891 710th Street","","","MN","56167"
"Indeed Brewing","2129736","Shipping","Milwaukee","USA","530 South 2nd Street","","","WI","53204"
"Independence Milling","1994172","Shipping And Billing","Sturgeon County","Canada","56518 Range Road 272","","","AB","T8R 1X5"
"Independent Farmers Ag Services LLC","1989374","Shipping And Billing","Hancock","USA","24913 Co Road 1","","","MN","56244"
"Indian Creek Feeds","2633136","Shipping And Billing","Berryville","USA","5513 Highway 21 N","","","AR","72616"
"Innovation Station","2192704","Shipping","","","","","","",""
"Innovation Station","2192704","","Dillsboro","USA","40 Depot Street","","","NC","28725"
"Inside the Five Brewing","2710224","Shipping","Toledo","USA","1040 N Westwood Ave","","","OH","43607"
"Integra Farms LTD","1989375","Shipping And Billing","Steinbach","Canada","SE 12 6 6 e","","","MB","R5G 1N4"
"Intermat LLC","2971782","","","","","","","",""
"International Raw Materials LTD","2942382","Shipping","Thunder Bay","Canada","Keefer Terminal","100 Maine Street","","ON","P7B 6R9"
"International Raw Materials LTD","2942382","Billing","Wayzata","USA","OCP North America","235 Lake Street E, Ste 202","","MN","55391"
"Iowa State University","2929348","","Ames","USA","1873 State Ave","","","IA","50014"
"J And H Milling Batcher #1","1989376","Shipping And Billing","Howells","USA","242 3rd Road","","","NE","68641"
"J And H Milling Batcher #2 **CLOSED**","1989377","","","","","","","",""
"J.E. Meuret Grain Company Inc. Corporate","2958632","","Brunswick","USA","101 Franklin Street","","","NE","68720"
"J.E. Meuret Grain Company, Inc. Brunswick ** This Mill is CLOSED**","1989302","Shipping","Brunswick","USA","101 Franklin St","","","NE","68720"
"J.E. Meuret Grain Company, Inc. Copenhagen, Plainview","2029357","Billing","Brunswick","USA","PO Box 146","","","NE"," 68720"
"J.E. Meuret Grain Company, Inc. Copenhagen, Plainview","2029357","Shipping ","Plainview","USA","53100 863 Road","","","NE","68769"
"J.E. Meuret Grain Company, Inc. Creighton","1989303","Billing","Brunswick","USA","PO Box 146","","","NE","68720"
"J.E. Meuret Grain Company, Inc. Creighton","1989303","Shipping","Creighton","USA","206 Main Street","","","NE","68729"
"J.E. Meuret Grain Company, Inc. Pierce","2277268","Shipping","Pierce","USA","225 E Nebraska Street","","","NE","68767"
"J.E. Meuret Grain Company, Inc. Pierce","2277268","Billing","Brunswick","USA","101 Franklin St","","","NE","68720"
"J.W. Vittetoe Pork - CLOSED","1989390","Shipping And Billing","Washington","USA","2504 Quince Avenue","","","IA","52353"
"Jack Pine Farms LLC","1992623","Billing","Carthage","USA","PO Box 220","","","IL","62321"
"Jack Pine Farms LLC","1992623","Shipping","Walkerville","USA","5701 North Maple Island Rd","","","MI","49459"
"James Valley Colony Farms","2958563","Shipping","Elie","Canada","324 100 James Valley Road","","","MB","R0H 0H0"
"Jay Morris Construction","2307010","Shipping","Ashkum","USA","140 North Michigan Street","","","IL","60911"
"JBC Farms","2005096","Shipping","Hobson","USA","342 Sale Barn Drive","","","MT","54542"
"JBC Farms","2005096","Billing","Hobson","USA","Box 169","","","MT","54542"
"JBS United Corporate","2958631","","","","","","","",""
"JBS United Frankfort","1989382","Shipping And Billing","Frankfort","USA","3264 N. State Rd 39","","","IN","46041"
"JBS West Brandon","1992608","Shipping ","Brandon","USA","12445 County Road","","","CO","81071"
"JBS West Brandon","1992608","Billing","Oakville","USA","PO Box 68, 103 W Railroad St","","","IA","52646"
"JC Bushlack, LLP","1989379","Shipping And Billing","Wells","USA","23776 600th Ave","","","MN","56097"
"JD Howerton And Sons","1989384","Shipping And Billing","Chilhowee","USA","575 N.W. 1250 Road","","","MO","64733"
